,Goal,X,Y,C,matchId,teamId,eventSec,Distance,Angle,D2,xG
84,0,19,37,13.0,2500749.0,3766.0,2752.3300470000004,20.794290081654623,0.3204849586866531,432.4024999999998,0.09467002453650714
85,0,24,47,3.0,2500750.0,3780.0,381.6960220000001,24.07908843789565,0.3007568471760826,579.8024999999999,0.07486735046410783
86,0,26,68,18.0,2500752.0,3787.0,820.79025,28.511225859299703,0.2337007931373432,812.8900000000001,0.05308799253466143
87,0,22,74,24.0,2500753.0,3799.0,118.585646,26.96961252966012,0.2218449819525906,727.3600000000002,0.05796434311447789
88,0,18,32,18.0,2500753.0,3775.0,1813.3860590000004,21.46834879537781,0.2863475872868588,460.8899999999999,0.08793260643085722
89,0,32,54,4.0,2500753.0,3775.0,2091.539467,32.10545125052754,0.2262982039899186,1030.7600000000002,0.04221564971470018
90,0,28,61,11.0,2500753.0,3775.0,2527.047711,28.89848611951844,0.2444382933212215,835.1225000000001,0.05229699039220647
91,0,25,38,12.0,2500754.0,3774.0,1944.250789,26.188547115103574,0.265706710561669,685.8399999999998,0.06332092649826543
92,0,27,24,26.0,2500754.0,3774.0,2195.057758,31.85294334908471,0.1948945811513243,1014.6099999999999,0.04169295920159652
93,0,14,18,32.0,2500754.0,3782.0,1344.7532220000005,25.072694310743717,0.1650526296689656,628.6400000000003,0.06240614928370614
94,0,23,29,21.0,2500755.0,3779.0,2505.064153,26.745513642478432,0.23540696185609,715.3224999999999,0.059503382381792425
95,0,30,39,11.0,2500756.0,3776.0,571.1659730000001,30.840273993594803,0.2300378818826461,951.1225,0.0457604559852105
96,0,26,32,18.0,2500756.0,3789.0,2698.723257,28.511225859299703,0.2337007931373432,812.8900000000001,0.05308799253466143
97,0,20,66,16.0,2500757.0,3799.0,397.17382,22.542404485768596,0.287689634336798,508.16000000000014,0.08194650689649215
98,0,26,32,18.0,2500757.0,3766.0,943.551609,28.511225859299703,0.2337007931373432,812.8900000000001,0.05308799253466143
99,0,6,81,31.0,2500757.0,3766.0,1978.8190480000003,21.02433114274982,0.1021103655406038,442.0224999999999,0.07750445045564067
100,0,24,29,21.0,2500758.0,3779.0,2421.048385,27.6101883369165,0.2304097625070116,762.3225,0.05605229464884053
101,0,30,33,17.0,2500759.0,3780.0,1352.180056,31.970337814918377,0.2143596967512754,1022.1025,0.042115924616865155
102,0,24,38,12.0,2500759.0,3785.0,2718.112042,25.23568901377571,0.2746672062999854,636.84,0.06787917079295559
103,0,10,17,33.0,2500759.0,3785.0,1840.544617,23.666484741084805,0.1331009749246177,560.1024999999998,0.0666182751506851
104,0,23,27,23.0,2500760.0,3787.0,315.48679100000004,27.43177901631609,0.2239669195184647,752.5024999999997,0.056376864839984775
105,0,25,70,20.0,2500760.0,3787.0,719.145182,28.178005607210743,0.2302752570120101,794.0000000000001,0.05405753529046776
106,0,27,73,23.0,2500760.0,19830.0,1462.224911,30.86263922609341,0.2074281987538372,952.5024999999997,0.04479476189451497
107,0,29,63,13.0,2500762.0,3775.0,781.6825090000002,30.206001059392158,0.231879918997707,912.4025000000001,0.04766707699039261
108,0,22,29,21.0,2500762.0,3775.0,1387.9938140000004,25.890587092609547,0.2404006902723067,670.3225000000001,0.06315448923331865
109,1,31,47,3.0,2500763.0,3767.0,294.20794,31.061270096375647,0.2341355955091319,964.8025,0.04530631532743208
110,0,27,30,20.0,2500763.0,3772.0,260.1436840000001,29.966648127543397,0.2198118818940856,898.0000000000002,0.04787000595548873
111,0,25,41,9.0,2500763.0,3767.0,1135.7518099999998,25.675328624966028,0.2761195393708922,659.2224999999999,0.06605067186280851
112,0,22,76,26.0,2500763.0,3772.0,2221.903041,27.741845648766773,0.209821152761569,769.6099999999999,0.05459324857828543
113,0,21,76,26.0,2500764.0,3783.0,1637.794128,26.95570440556136,0.2122838943685628,726.6100000000001,0.05753508778456645
114,0,24,80,30.0,2500764.0,3774.0,2061.031547,30.92329219213245,0.1842153348388439,956.2499999999998,0.04372184674156283
115,0,29,25,25.0,2500765.0,3782.0,1745.165642,33.24248035270533,0.1920581113985038,1105.0624999999998,0.038240288958947856
116,1,18,52,2.0,2500765.0,3795.0,713.6270810000001,18.046883387443938,0.3992501269225251,325.69,0.12151873815577206
117,0,5,16,34.0,2500766.0,3770.0,2031.306758,22.65855246921127,0.0730675808030229,513.4100000000001,0.0676752808718639
