"","ar_sc","ar_xG","ar_extxG","ar_emp"
"1",0.357142857142857,0.436507936507937,0.452380952380952,0.369047619047619
"2",0.408730158730159,0.472222222222222,0.376984126984127,0.313492063492063
"3",0.464285714285714,0.436507936507937,0.424603174603175,0.281746031746032
"4",0.400793650793651,0.380952380952381,0.420634920634921,0.341269841269841
"5",0.373015873015873,0.444444444444444,0.404761904761905,0.369047619047619
"6",0.400793650793651,0.384920634920635,0.412698412698413,0.345238095238095
"7",0.448412698412698,0.404761904761905,0.46031746031746,0.325396825396825
"8",0.416666666666667,0.428571428571429,0.420634920634921,0.345238095238095
"9",0.400793650793651,0.384920634920635,0.404761904761905,0.357142857142857
"10",0.420634920634921,0.428571428571429,0.436507936507937,0.337301587301587
"11",0.420634920634921,0.392857142857143,0.424603174603175,0.365079365079365
"12",0.46031746031746,0.392857142857143,0.432539682539683,0.361111111111111
"13",0.412698412698413,0.448412698412698,0.424603174603175,0.293650793650794
"14",0.428571428571429,0.388888888888889,0.436507936507937,0.305555555555556
"15",0.428571428571429,0.361111111111111,0.388888888888889,0.365079365079365
"16",0.400793650793651,0.396825396825397,0.388888888888889,0.353174603174603
"17",0.448412698412698,0.44047619047619,0.428571428571429,0.333333333333333
"18",0.452380952380952,0.408730158730159,0.392857142857143,0.297619047619048
"19",0.452380952380952,0.416666666666667,0.412698412698413,0.317460317460317
"20",0.412698412698413,0.380952380952381,0.392857142857143,0.392857142857143
"21",0.365079365079365,0.436507936507937,0.357142857142857,0.384920634920635
"22",0.408730158730159,0.464285714285714,0.492063492063492,0.345238095238095
"23",0.420634920634921,0.380952380952381,0.384920634920635,0.353174603174603
"24",0.424603174603175,0.456349206349206,0.416666666666667,0.365079365079365
"25",0.436507936507937,0.484126984126984,0.46031746031746,0.388888888888889
"26",0.46031746031746,0.404761904761905,0.412698412698413,0.30952380952381
"27",0.507936507936508,0.444444444444444,0.376984126984127,0.305555555555556
"28",0.392857142857143,0.472222222222222,0.46031746031746,0.365079365079365
"29",0.396825396825397,0.424603174603175,0.448412698412698,0.424603174603175
"30",0.420634920634921,0.44047619047619,0.420634920634921,0.388888888888889
"31",0.388888888888889,0.468253968253968,0.46031746031746,0.345238095238095
"32",0.416666666666667,0.412698412698413,0.452380952380952,0.361111111111111
"33",0.436507936507937,0.420634920634921,0.404761904761905,0.353174603174603
"34",0.404761904761905,0.432539682539683,0.432539682539683,0.373015873015873
"35",0.404761904761905,0.452380952380952,0.408730158730159,0.361111111111111
"36",0.44047619047619,0.388888888888889,0.353174603174603,0.329365079365079
"37",0.396825396825397,0.400793650793651,0.404761904761905,0.333333333333333
"38",0.400793650793651,0.420634920634921,0.416666666666667,0.329365079365079
"39",0.44047619047619,0.432539682539683,0.424603174603175,0.373015873015873
"40",0.404761904761905,0.436507936507937,0.428571428571429,0.392857142857143
"41",0.416666666666667,0.452380952380952,0.44047619047619,0.293650793650794
"42",0.432539682539683,0.369047619047619,0.400793650793651,0.321428571428571
"43",0.376984126984127,0.380952380952381,0.416666666666667,0.376984126984127
"44",0.400793650793651,0.464285714285714,0.380952380952381,0.373015873015873
"45",0.400793650793651,0.468253968253968,0.400793650793651,0.361111111111111
"46",0.44047619047619,0.392857142857143,0.408730158730159,0.329365079365079
"47",0.428571428571429,0.416666666666667,0.396825396825397,0.325396825396825
"48",0.396825396825397,0.44047619047619,0.436507936507937,0.313492063492063
"49",0.44047619047619,0.44047619047619,0.392857142857143,0.400793650793651
"50",0.373015873015873,0.436507936507937,0.452380952380952,0.313492063492063
"51",0.432539682539683,0.380952380952381,0.452380952380952,0.376984126984127
"52",0.412698412698413,0.408730158730159,0.384920634920635,0.345238095238095
"53",0.392857142857143,0.46031746031746,0.404761904761905,0.313492063492063
"54",0.373015873015873,0.488095238095238,0.44047619047619,0.30952380952381
"55",0.432539682539683,0.428571428571429,0.404761904761905,0.353174603174603
"56",0.452380952380952,0.404761904761905,0.468253968253968,0.329365079365079
"57",0.432539682539683,0.448412698412698,0.432539682539683,0.265873015873016
