,matchId,label,numbGoals,goals_home,goals_away,team_home,team_away,id_home,id_away,xG_home,shots_home,xG_away,shots_away,xGps_home,xGps_away,xP_home,xP_away,xP_shots_home,xP_shots_away
50,2516994,"Freiburg - Wolfsburg, 0 - 2",2,0,2,Freiburg,Wolfsburg,2453,2451,1.4532774733303744,13.0,0.7075380462975124,10.0,0.11179057487156727,0.07075380462975124,1.9405,0.79117,2.04637,0.68491
51,2516995,"Borussia M'gladbach - Hertha BSC, 2 - 1",3,2,1,Borussia M'gladbach,Hertha BSC,2454,2457,1.3353681048528938,9.0,2.348922743986785,12.0,0.14837423387254375,0.19574356199889875,0.76119,2.04105,0.62874,2.14554
52,2516997,"Augsburg - Bayern München, 1 - 4",5,1,4,Augsburg,Bayern München,2481,2444,0.6304267843286125,7.0,1.4709471221234285,11.0,0.09006096918980179,0.13372246564758442,0.70656,2.03133,0.70341,2.02995
53,2516999,"Hannover 96 - Werder Bremen, 2 - 1",3,2,1,Hannover 96,Werder Bremen,2455,2443,1.7718551577527712,10.0,1.1971379069539283,11.0,0.17718551577527714,0.10883071881399348,1.79083,0.97066,1.81324,0.92863
54,2516988,"Mainz 05 - Borussia M'gladbach, 0 - 0",0,0,0,Mainz 05,Borussia M'gladbach,2460,2454,1.055220346263858,15.0,0.8677999881967199,10.0,0.07034802308425721,0.086779998819672,1.49088,1.19127,1.50774,1.17327
55,2516985,"Werder Bremen - Eintracht Frankfurt, 2 - 1",3,2,1,Werder Bremen,Eintracht Frankfurt,2443,2462,1.1806166290914837,8.0,0.9595724479917772,11.0,0.14757707863643546,0.08723385890834338,1.53973,1.16074,1.57141,1.12132
56,2516984,"Hertha BSC - Wolfsburg, 0 - 0",0,0,0,Hertha BSC,Wolfsburg,2457,2451,0.6293446220236737,8.0,0.3705870169513942,6.0,0.07866807775295921,0.06176450282523236,1.54367,1.00046,1.55317,0.99412
57,2516982,"Bayern München - Borussia Dortmund, 6 - 0",6,6,0,Bayern München,Borussia Dortmund,2444,2447,3.4402320137257547,15.0,0.706303460567437,9.0,0.2293488009150503,0.07847816228527077,2.76246,0.16557,2.8404,0.10533
58,2516983,"Hoffenheim - Köln, 6 - 0",6,6,0,Hoffenheim,Köln,2482,2463,2.8837515115910595,18.0,0.8863704620894959,5.0,0.16020841731061441,0.17727409241789918,2.53346,0.33776,2.6008,0.27808
59,2516986,"Schalke 04 - Freiburg, 2 - 0",2,2,0,Schalke 04,Freiburg,2449,2453,1.967096114437401,15.0,0.3330737985900686,6.0,0.1311397409624934,0.05551229976501143,2.52571,0.30826,2.6285,0.23546
60,2516987,"Bayer Leverkusen - Augsburg, 0 - 0",0,0,0,Bayer Leverkusen,Augsburg,2446,2481,1.5611202955012409,17.0,0.4366513590953746,7.0,0.09183060561772005,0.062378765585053515,2.23463,0.52541,2.25634,0.50755
61,2516989,"Hannover 96 - RB Leipzig, 2 - 3",5,2,3,Hannover 96,RB Leipzig,2455,2975,1.3476976545355894,12.0,2.3712706266405417,16.0,0.11230813787796579,0.14820441416503385,0.76892,2.03501,0.75446,2.04791
62,2516990,"Stuttgart - Hamburger SV, 1 - 1",2,1,1,Stuttgart,Hamburger SV,2445,2450,1.1431752089191145,11.0,0.7622810894704942,8.0,0.10392501899264678,0.09528513618381178,1.66083,1.02501,1.66111,1.02295
63,2516974,"RB Leipzig - Bayern München, 2 - 1",3,2,1,RB Leipzig,Bayern München,2975,2444,2.212655488858948,15.0,1.0070957999151795,9.0,0.14751036592392985,0.11189953332390884,2.17477,0.63226,2.20635,0.59217
64,2516975,"Köln - Bayer Leverkusen, 2 - 0",2,2,0,Köln,Bayer Leverkusen,2463,2446,1.3241747001789932,8.0,0.8143421788329639,10.0,0.16552183752237415,0.08143421788329638,1.77077,0.94286,1.85809,0.844
65,2516973,"Borussia Dortmund - Hannover 96, 1 - 0",1,1,0,Borussia Dortmund,Hannover 96,2447,2455,2.2279621361904303,23.0,1.048113142515745,9.0,0.09686791896480132,0.11645701583508278,2.14795,0.65614,2.16378,0.63471
66,2516981,"Wolfsburg - Schalke 04, 0 - 1",1,0,1,Wolfsburg,Schalke 04,2451,2449,1.7130382357876903,16.0,1.0121341360605554,9.0,0.10706488973673065,0.11245934845117282,1.87738,0.88117,1.95062,0.78239
67,2516977,"Borussia M'gladbach - Hoffenheim, 3 - 3",6,3,3,Borussia M'gladbach,Hoffenheim,2454,2482,2.384510013131177,22.0,2.369649944493042,12.0,0.10838681877868987,0.19747082870775348,1.39844,1.40054,1.376,1.40894
68,2516978,"Eintracht Frankfurt - Mainz 05, 3 - 0",3,3,0,Eintracht Frankfurt,Mainz 05,2462,2460,2.234139447549299,15.0,0.7955087929237883,13.0,0.14894262983661993,0.061192984071060635,2.32245,0.50079,2.39247,0.43734
69,2516979,"Augsburg - Werder Bremen, 1 - 3",4,1,3,Augsburg,Werder Bremen,2481,2443,0.6564191261438247,15.0,1.848370063248719,20.0,0.04376127507625498,0.09241850316243595,0.57114,2.21571,0.55422,2.23236
70,2516980,"Hamburger SV - Hertha BSC, 1 - 2",3,1,2,Hamburger SV,Hertha BSC,2450,2457,0.7820531423343835,9.0,1.501177157294371,13.0,0.08689479359270928,0.11547516594572085,0.82723,1.90987,0.79927,1.93903
71,2516976,"Freiburg - Stuttgart, 1 - 2",3,1,2,Freiburg,Stuttgart,2453,2445,0.3827010538211566,6.0,2.120430652956217,10.0,0.06378350897019276,0.2120430652956217,0.27928,2.57593,0.18147,2.71143
72,2516968,"Werder Bremen - Köln, 3 - 1",4,3,1,Werder Bremen,Köln,2443,2463,0.8608102161054406,10.0,0.506088399577761,8.0,0.08608102161054407,0.06326104994722012,1.64188,0.9805,1.65568,0.96901
73,2516965,"Borussia Dortmund - Eintracht Frankfurt, 3 - 2",5,3,2,Borussia Dortmund,Eintracht Frankfurt,2447,2462,1.1461160338453624,13.0,1.5004007922818616,10.0,0.08816277183425865,0.15004007922818616,1.10001,1.63779,1.06709,1.66139
74,2516972,"Stuttgart - RB Leipzig, 0 - 0",0,0,0,Stuttgart,RB Leipzig,2445,2975,0.7339214655965774,10.0,0.5511108659524164,8.0,0.07339214655965774,0.06888885824405205,1.48034,1.11692,1.48097,1.11983
75,2516969,"Bayer Leverkusen - Borussia M'gladbach, 2 - 0",2,2,0,Bayer Leverkusen,Borussia M'gladbach,2446,2454,2.071527456303566,17.0,0.6079528565619114,8.0,0.12185455625315095,0.07599410707023893,2.37438,0.44409,2.43346,0.39532
76,2516964,"Bayern München - Hamburger SV, 6 - 0",6,6,0,Bayern München,Hamburger SV,2444,2450,4.427899014998538,18.0,0.0273458428310558,1.0,0.24599438972214102,0.0273458428310558,2.9864,0.00716,2.99507,0.00254
77,2516966,"Hoffenheim - Wolfsburg, 3 - 0",3,3,0,Hoffenheim,Wolfsburg,2482,2451,1.1905354274159845,15.0,0.3625200485159672,4.0,0.07936902849439896,0.0906300121289918,2.0525,0.63677,2.07035,0.62297
78,2516967,"Hertha BSC - Freiburg, 0 - 0",0,0,0,Hertha BSC,Freiburg,2457,2453,1.67029194085196,12.0,0.494523580184074,5.0,0.13919099507099666,0.0989047160368148,2.26723,0.50905,2.35749,0.43095
79,2516971,"Hannover 96 - Augsburg, 1 - 3",4,1,3,Hannover 96,Augsburg,2455,2481,1.535584214516276,17.0,2.1373959812014034,16.0,0.09032848320683975,0.1335872488250877,1.01467,1.77208,0.97041,1.80714
80,2516970,"Mainz 05 - Schalke 04, 0 - 1",1,0,1,Mainz 05,Schalke 04,2460,2449,0.9195064975395152,16.0,0.2774041303892023,5.0,0.0574691560962197,0.05548082607784046,1.91944,0.70321,1.93558,0.68938
81,2516957,"Freiburg - Bayern München, 0 - 4",4,0,4,Freiburg,Bayern München,2453,2444,0.3290488402123133,4.0,2.0486716582378075,17.0,0.08226221005307832,0.12051009754340045,0.28655,2.55566,0.24065,2.62172
82,2516956,"Köln - Stuttgart, 2 - 3",5,2,3,Köln,Stuttgart,2463,2445,1.2677451764268557,12.0,0.7474821060252154,8.0,0.10564543136890464,0.09343526325315192,1.77238,0.93205,1.76372,0.93794
83,2516955,"RB Leipzig - Borussia Dortmund, 1 - 1",2,1,1,RB Leipzig,Borussia Dortmund,2975,2447,0.7569972049478679,9.0,1.334785516082445,4.0,0.08411080054976311,0.3336963790206112,0.84395,1.87409,0.77069,1.93844
84,2516959,"Schalke 04 - Hertha BSC, 1 - 0",1,1,0,Schalke 04,Hertha BSC,2449,2457,0.5843350800873603,6.0,0.941750548665791,10.0,0.09738918001456005,0.0941750548665791,1.00036,1.64542,0.97967,1.66544
85,2516960,"Eintracht Frankfurt - Hannover 96, 1 - 0",1,1,0,Eintracht Frankfurt,Hannover 96,2462,2455,1.174814795105494,12.0,0.4357092089757179,6.0,0.09790123292545783,0.07261820149595298,1.97978,0.71021,1.98897,0.70107
86,2516961,"Augsburg - Hoffenheim, 0 - 2",2,0,2,Augsburg,Hoffenheim,2481,2482,0.5955832955016634,8.0,1.5816692679954685,15.0,0.07444791193770793,0.10544461786636457,0.64068,2.11356,0.60429,2.15508
87,2516962,"Hamburger SV - Mainz 05, 0 - 0",0,0,0,Hamburger SV,Mainz 05,2450,2460,2.0529793539101404,18.0,0.4000463796045305,5.0,0.11405440855056335,0.08000927592090609,2.50415,0.32933,2.61815,0.24446
88,2516963,"Wolfsburg - Bayer Leverkusen, 1 - 2",3,1,2,Wolfsburg,Bayer Leverkusen,2451,2446,0.3972817485141475,7.0,1.725509142581164,14.0,0.05675453550202107,0.12325065304151171,0.42327,2.37006,0.32628,2.49534
89,2516958,"Borussia M'gladbach - Werder Bremen, 2 - 2",4,2,2,Borussia M'gladbach,Werder Bremen,2454,2443,1.1302345401422158,9.0,1.8245279734808064,16.0,0.1255816155713573,0.1140329983425504,0.90832,1.85626,0.89605,1.86724
90,2516947,"Borussia Dortmund - Augsburg, 1 - 1",2,1,1,Borussia Dortmund,Augsburg,2447,2481,1.2830575566116336,9.0,1.459125026006629,13.0,0.14256195073462596,0.11224038661589454,1.24199,1.49486,1.19517,1.4898
91,2516948,"RB Leipzig - Köln, 1 - 2",3,1,2,RB Leipzig,Köln,2975,2463,2.908987483091999,16.0,1.3304904684594772,12.0,0.18181171769324994,0.11087420570495643,2.30284,0.54343,2.37931,0.46678
92,2516951,"Bayer Leverkusen - Schalke 04, 0 - 2",2,0,2,Bayer Leverkusen,Schalke 04,2446,2449,0.8893452194328906,8.0,1.3019300380787513,9.0,0.11116815242911132,0.14465889311986124,1.02635,1.68701,0.92824,1.75966
93,2516950,"Werder Bremen - Hamburger SV, 1 - 0",1,1,0,Werder Bremen,Hamburger SV,2443,2450,0.821303398675641,12.0,0.4059859986397062,5.0,0.06844194988963674,0.08119719972794123,1.69796,0.90533,1.69202,0.90863
94,2516946,"Bayern München - Hertha BSC, 0 - 0",0,0,0,Bayern München,Hertha BSC,2444,2457,1.94446158454147,18.0,0.2470769275309005,5.0,0.10802564358563721,0.0494153855061801,2.56942,0.26764,2.59497,0.25038
95,2516949,"Hoffenheim - Freiburg, 1 - 1",2,1,1,Hoffenheim,Freiburg,2482,2453,0.9334682740447476,11.0,1.2390971908102704,6.0,0.08486075218588615,0.2065161984683784,1.09069,1.6165,1.01015,1.66949
