"","ar_sc","ar_xG","ar_extxG","ar_emp"
"2517",-18.48,12.04,21.86,17.78
"2518",-18.64,3.19,16.48,-22.57
"2519",5.34000000000001,13.55,15.52,-34.99
"2520",-22.24,42.3,22.67,-17.25
"2521",-33.72,-31.87,-12.53,13.74
"2522",-7.5,-7.44,-24.72,74.77
"2523",-7.8,-3.43999999999999,-18.29,45.52
"2524",0.540000000000007,5.01,72.49,64.84
"2525",33.05,44.22,15.38,-6.51999999999999
"2526",-28.82,-14.12,4.55,-33.51
"2527",2.67,-14.03,13.63,-46.82
"2528",10.76,31.21,-21.88,8.81
"2529",27.66,-2.57,-9.77,20.2
"2530",14.23,-1.09,15.07,58.77
"2531",11.34,-1.25,8.45999999999999,29.28
"2532",34.67,9.91,-5.56,-53.13
"2533",-11.66,-9.38000000000001,-7.6,-21.07
"2534",-8.65,17.82,-17.11,-9.4
"2535",-23.91,9,-1.23,57.45
"2536",33.31,-24.7,-16.15,18.93
"2537",-27.94,-18,-11.38,-7.76000000000001
"2538",-9.49,29.93,-1.16,4.2
"2539",-7.76,8.06,-5.18000000000001,-7.99
"2540",-12.6,20.28,16.98,3.9
"2541",-1.42000000000001,-16.08,-43.7,-5.26999999999999
"2542",4.46,-28.89,46.83,16.53
"2543",8.61999999999999,13.2,14.43,20.11
"2544",23.26,11.43,-5,-7.25
"2545",-10.81,16.7,-1.37,-19.5
"2546",-42.42,22.19,28.96,-7.38
"2547",11.57,8.81,30.26,51.07
"2548",0.74,-24,-23.56,54.73
"2549",-1.83,-16.84,16.42,-7.16
"2550",-15.41,62.84,-32.23,-12.55
"2551",12.38,33.33,5.59,-11.3
"2552",2.2,9.81,-29.82,3.7
"2553",2.1,35.91,-21.63,-11.94
"2554",-0.270000000000002,-17.94,28.17,-16.79
"2555",-25.35,-9.63,-14.41,-12.91
"2556",-47.31,10.91,15.87,66.04
"2557",2.45,-11.11,-15.7,-13.86
"2558",20.33,12.1,-19.18,-13.4
"2559",20.28,37.98,-0.079999999999995,77.74
"2560",-10.32,6.35,-15.29,-10.65
"2561",2.60999999999999,51.54,2.85000000000001,8.53
"2562",7.62,-1.8,-8.27999999999999,48.54
"2563",-5.37999999999999,24.41,12.63,12.77
"2564",-17.27,13.78,19.64,9.11
"2565",-10.5,5.24000000000001,-3.30999999999999,-9.89999999999998
"2566",-40.12,4.12,-18.32,-20.79
"2567",-41.17,12.07,20.87,67.14
"2568",-21.16,-23.67,30.73,33.96
"2569",-12.97,0.180000000000001,12.27,17.1
"2570",-53.84,3.96,24.35,18.1
"2571",15.25,-17.87,-15.45,-4.67
"2572",36.4,28.84,26.25,4.78999999999998
"2573",25.52,31.82,26.66,-7.08
"2574",-43.28,10.14,-1.58,37.59
"2575",-14.47,-1.8,4.26,-12.11
"2576",-35,-7.29,-43.9,12.96
"2577",16.07,-18.56,14.23,-35.95
"2578",8.03,2.55,-19.4,3.30000000000001
"2579",-47.93,28.95,22.17,32.47
"2580",-42.55,16.06,-12.03,17.22
"2581",42.54,54.38,24.52,69.98
"2582",-19.1,-4.98999999999999,-19.24,8.13000000000001
"2583",28.18,6.18,-15.86,7.85
"2584",-18.45,8.91000000000001,11.9,24.5
"2585",24.47,17.33,-22.59,48.49
"2586",-13.49,25.75,6.29000000000001,-8.54000000000001
"2587",47.1,-9.52,-5.12000000000001,32.78
"2588",-6.2,25.33,29.87,-24.11
"2589",32.26,6.11,43.39,-15.48
"2590",-34.44,-8.58,-12.67,20.29
"2591",-5.87,-33.11,14.89,13.18
"2592",11.26,-28.52,-4.42,-4.33999999999999
"2593",14.08,1.26,-23.6,-8.85
"2594",8.39,3.81,40.36,45.1
"2595",41.94,22.25,9.73,-6.98999999999999
"2596",-17.54,12.31,-15.71,31.55
"2597",-36.93,-20.17,-4.12,-11.51
"2598",16.09,-22.34,16.05,13.6
"2599",-7.95,5.41000000000001,-10.71,8.58
"2600",-46.98,-2.06999999999999,-11.27,33.31
"2601",-21.42,17.58,6.11,33.35
"2602",11.79,14.81,1.21,-24.24
"2603",-25.57,-5.94,-10.36,50.95
"2604",-0.119999999999995,10.96,-3.19,4.94
"2605",27.71,-8.38,6.27000000000001,20
"2606",-10.75,4.24,2.15000000000001,29.44
"2607",30.44,-5.51000000000001,11.3,28.34
"2608",-4.76,8.63999999999999,18.7,0.340000000000003
"2609",33.25,-15.47,28.53,-22.05
"2610",-5.97,1.45,46.09,51.75
"2611",-36.24,-25.87,-47.27,11.55
"2612",-4.51,-11.34,-23.31,6.84999999999999
"2613",-4.48,9.3,-4.40999999999999,-2.74
"2614",-4.41,-33.68,-42.06,52.61
"2615",3.88,-7.96999999999999,-16.18,-28.59
"2616",8.79,-21.39,21.79,39.45
"2617",8.81,24,-5.47,-1.24
"2618",16.96,24.81,-41.56,-34.38
"2619",-13.3,10.71,-7.43,28.55
"2620",-20.68,-11.47,-17.16,22.25
"2621",46.79,2.28,10.16,38.7
"2622",-31.91,-33.13,42.48,-13.24
"2623",-43.74,22.18,24.41,24.59
"2624",19.46,7.48999999999999,-28.42,50.06
"2625",17.04,18.92,4.68,-50.28
"2626",9.36000000000001,-8.12,8.62,-9.15000000000001
"2627",-6.22,-18.16,32.08,13.97
"2628",16.68,-21.38,29.03,6.71
"2629",-16.19,5.87,-9.99,-33.36
"2630",1.41,10.17,-0.269999999999995,5.56
"2631",-2.13,-16.63,-14.26,17.88
"2632",20.59,16.34,9.91,-5.6
"2633",-7.54,15.02,-16.66,-45.65
"2634",-4.26,-1.55999999999999,22.39,42.76
"2635",-30.27,45.4,-7.68999999999999,62.15
"2636",5.58000000000001,8.72,6.7,-60.04
"2637",-11.75,-0.35999999999999,-43.66,18.7
"2638",-10.35,7.34000000000001,13.64,-11.37
"2639",25.74,28.9,-11.4,20.64
"2640",-3.28,25.22,7.41,-10.6
"2641",4.05,-5.53999999999999,-28.11,20.56
"2642",-8.94,9.16000000000001,6.25,14.26
"2643",-0.440000000000003,-11.89,-9.31000000000001,72.88
"2644",8.26,-14.25,-1.28,35.79
"2645",15.41,-1.39,1.79,-5.32999999999999
"2646",-41.4,-13.45,19.66,58.66
"2647",10.05,-6.82,12.31,-6.94
"2648",24.78,18.55,-14.66,-42.12
"2649",5.86000000000001,9.98999999999999,5.85,42.55
"2650",-16.54,36.58,-22.78,-19.8
"2651",18.89,-10.35,73.62,9.15
"2652",-3.66,-1.67,19.95,43.72
"2653",-36.43,35.97,32.29,-0.179999999999992
"2654",-5.98999999999999,0.399999999999993,-28.66,-20.15
"2655",14.63,3.76,-16.93,61.28
"2656",0.470000000000006,-9.82,34.17,-5.9
"2657",16.11,14.21,-25.91,-38.48
"2658",-8.1,-13.42,24.8,-43.32
"2659",-6.63,-6.72000000000001,4.62,64.72
"2660",29.78,-3.47,8.34,24.41
"2661",-7.36999999999999,5.38,-2.54,25.6
"2662",13.7,8.87000000000002,15.14,-16.69
"2663",38.51,-8.17,-0.529999999999998,26.47
"2664",-44.9,-4.45,14.14,12.37
"2665",55.61,-18.54,4.47,2.73999999999999
"2666",15.79,-7.01,29.29,-29.16
"2667",-11.84,-24.67,-8.57000000000001,-2.02
"2668",1.51,-5.82,-5.41,-38.8
"2669",3.38,-25.83,-12.71,-0.939999999999986
"2670",8.45,24.81,8.07,8.38
"2671",-33.72,-4.63,1.89,-35.32
"2672",-20.38,29.46,12.14,20.22
"2673",-4.24999999999999,-21.47,-23.85,-27.96
"2674",-13.57,-13.43,-12.88,-18.22
"2675",7.85,-2.93,-10.91,3.43
"2676",38.48,-14.8,-5.26,11.5
"2677",12.73,-12.5,-41.91,-22.84
"2678",-56.92,-5,13.44,29.26
"2679",-10.07,32.85,-9.66,-37.16
"2680",-22.74,16.17,17.64,76.62
"2681",-0.569999999999985,-9.28,-14.63,21.01
"2682",-33.67,13.28,13.9,-19.97
"2683",-15.9,5.45,-25.71,-29.56
"2684",-10.3,8.77,1.4,-40.12
"2685",-12.98,-10.4,8.26,-13.91
"2686",24.84,26.16,33.42,2.29
"2687",-22.44,-24.99,-11.58,-7.81
"2688",-17.77,35.89,-16.91,30.1
"2689",5.37000000000001,-31.56,39.3,48.08
"2690",10.93,25.68,-9.39,-7.42
"2691",39.87,1.24000000000001,-7.18,-7.06000000000001
"2692",-41.39,45.59,17.72,33.56
"2693",-5.25,-10.1,-22.31,-19.45
"2694",3.19999999999998,21.56,30.38,-5.91
"2695",-43.06,-25.52,21.54,33.88
"2696",-11.55,-0.0599999999999987,-1.83999999999999,4.27000000000001
"2697",18.99,-12.74,-13.52,23.57
"2698",18.43,6.76000000000001,20.72,-61.6
"2699",-18.32,4.49000000000001,-7.55999999999999,73.61
"2700",16.72,14.44,-0.739999999999999,-44.8
"2701",-11.35,15.13,-32.93,9.95
"2702",-26.44,21.53,-15.47,16.51
"2703",-21.79,37.11,9.62,-48.1
"2704",35.91,3.1,-9.38,38.54
"2705",-4.98999999999999,-3.82999999999999,-7.61999999999999,-47.34
"2706",-15.2,23.85,-6.93,51.71
"2707",11.57,-14.57,-0.209999999999996,6.47
"2708",17.55,29.36,19.42,10.31
"2709",1.56,13.99,-14.14,-5.71000000000001
"2710",5.61,-21.57,-4.02,-13.31
"2711",15.41,-33.27,8.31000000000001,-19.05
"2712",16.44,11.5,-5.93,-43.51
"2713",-22.89,-14.95,-22.14,58.48
"2714",-2.93,5.69,-11.69,8.23
"2715",-5.74,24.19,-11.71,-31.3
"2716",36.34,10.52,-24.08,50.33
"2717",-20.92,23.46,59.37,15.94
"2718",18.53,27.41,27.15,47.47
"2719",-19.35,21.5,-27.28,-16.04
"2720",-7.6,-14.21,-9.78,-5.08
"2721",42.48,9.48,12.86,25.15
"2722",-7.53,25.76,35.29,18.47
"2723",3.80000000000001,10.95,37.72,-18.53
"2724",14.57,30.1,-15.18,49.62
"2725",-15.12,14.78,28.62,53.55
"2726",-9.34999999999999,-18.16,12.64,-19.16
"2727",13.18,43.25,0.909999999999999,-10.04
"2728",38.87,14.15,-14.84,33.74
"2729",-7.17,9.54,38.04,23.7
"2730",-25.54,-2.35,2.61000000000001,-82.19
"2731",-0.0699999999999965,28.66,35.62,-9.86
"2732",10.12,-2.95999999999999,14.81,2.3
"2733",10.19,5.51,6.68,38
"2734",0.849999999999998,-10.44,-18.26,10.97
"2735",-55.05,6.79,-10.86,21.8
"2736",30.53,35.19,4.64,28.68
"2737",18.73,-1.74,-2.46,-3.19
"2738",21.02,31.73,32.56,-16.1
"2739",10.17,-25.2,47.14,6.69000000000001
"2740",-7.36,9.79,12.89,-21.95
"2741",-11.64,-26.4,16.64,2.62
"2742",0.340000000000002,27.5,14.37,-15.26
"2743",-5.1,7.2,-1.9,-37.27
"2744",-12.38,3.53,-6.43999999999999,3.33000000000001
"2745",-28.39,14.44,-5.05,-14.37
"2746",17.61,-17.55,12.13,-13
"2747",48.82,-18.9,22.37,29.55
"2748",-27.46,-6.95,26.02,29.55
"2749",-15.05,25.12,11.18,12.75
"2750",-20.24,18.82,3.36,50.81
"2751",-34.86,-5.82,-26.62,61.9
"2752",-1.06,20.67,-1.03,28
"2753",1.69,-11.9,9.56,46.07
"2754",-40.73,-24.79,8.27,-16.14
"2755",-24.35,37.8,-3.77,14.33
"2756",29.48,-15.79,6.06,4.76
"2757",-14.65,-11.88,-8.57,4.95
"2758",-14.36,5.71,3.37,-3.58
"2759",-31.93,19.69,-7.38999999999999,-11.14
"2760",-22.9,42.1,7.03000000000001,25.69
"2761",-20.83,-6.73,-25.54,19.95
"2762",0.280000000000005,60.72,8.18,51.77
"2763",12.24,8.19,5.72000000000001,-34.33
"2764",0.419999999999998,-18.47,-2.61999999999999,-24.92
"2765",-21.77,-20.57,14.56,57.54
"2766",3.23,14,-16.01,10.88
"2767",7.19,-23.05,-12.25,11.67
"2768",4.82,-24.63,-25.87,-2.53
"2769",-55.86,16.66,-35.7,-15.77
"2770",9.09,-19.06,22.74,22.94
"2771",4.44999999999999,-16.26,6.94999999999999,11.34
"2772",-46.92,23.98,9.7,22.91
"2773",-14.61,38.66,-43.26,32.27
"2774",-5.56000000000001,-34.01,0.789999999999996,107.44
"2775",4.05,-19.45,-4.81,9.18
"2776",15.1,-1.53,30.79,36.72
"2777",-2,13.19,18.2,34.64
"2778",1.96,27.92,-20.47,4.52
"2779",-13.72,2.15,24.15,-33.13
"2780",10.15,-11.59,-12.35,38.36
"2781",-11.25,3.72000000000001,27.9,19.22
"2782",37.54,12.14,-26.81,-6.47
"2783",-10.81,-36.12,2.68,16.84
"2784",2.63,20.37,-13.91,-10.26
"2785",-0.960000000000001,9.49,-17.22,14.41
"2786",-22.71,17.02,-20.53,74.99
"2787",26.48,-16.57,20.1,73.76
"2788",1.46,10.06,14.21,46.68
"2789",-38.76,-3.41,-5.99,-17.46
"2790",-31.84,-45.18,-7.82,-14.28
"2791",-4.93,-47.62,34.01,-15.35
"2792",-3.37,17.37,6.72,2.02999999999999
"2793",10.54,16.05,10.76,42.89
"2794",-1.00000000000001,-39.8,20.76,1.39
"2795",34.72,-36.65,28.51,-1.99
"2796",42.72,33.75,-30.73,12.53
"2797",-11.07,-7.05,-0.0499999999999963,-2.26999999999999
"2798",11.14,18.78,43.39,54.29
"2799",19.29,-44.26,-19.92,25.33
"2800",44.76,-8.73,41.99,14.32
"2801",-22.82,42.54,43.01,55.57
"2802",-0.039999999999996,-6.44,17.35,5.28999999999999
"2803",-24.34,6.36000000000001,-10.03,-50.79
"2804",-25.31,20.26,-24.55,13.15
"2805",10.29,24.14,-7.77,31.55
"2806",22.43,43.95,-4.79,14.78
"2807",-32.77,-1.18,14.39,27.53
"2808",-24.52,0.630000000000003,-13.74,43.82
"2809",9.82,6.71,5.54,1.31
"2810",-23.84,16.67,3.29,14.04
"2811",-3.9,-26.83,-20.08,15.41
"2812",12.15,-17.84,-14.12,3.03000000000001
"2813",4.48,16.93,-46.1,15.72
"2814",7.01000000000001,55.01,1.55000000000001,53.25
"2815",-34.93,8.1,-6.26,45.31
"2816",1.82000000000001,40.53,-15.7,45.3
"2817",-13.11,-0.479999999999995,7.08,2.32999999999999
"2818",-6.36,-5.82999999999999,38.28,32.94
"2819",-14.49,30.66,24.53,-33.09
"2820",7.78,18.07,17.24,33.69
"2821",-18.12,10.39,-2.25999999999999,37.59
"2822",-0.890000000000001,20.56,7.94,18.45
"2823",5.53000000000002,-5.67,28.43,-10.37
"2824",-14.93,-26.94,-41.87,-11.59
"2825",39,14.75,-21.89,-26.93
"2826",25.97,-3.49999999999999,-3.71,-18.59
"2827",7.25,-25.97,-15.98,-20.93
"2828",6.82,9.67999999999999,14.92,-12.27
"2829",-1.2,-2.05,-6.41,34.76
"2830",16.68,16.64,7.84,-19.98
"2831",4.17000000000001,12.22,-53.9,47.8
"2832",8.43,-11.53,6.07,-38.82
"2833",28.68,-29.22,7.5,34.11
"2834",-16.65,8.98,10.29,41.45
"2835",1.5,-0.759999999999994,15.38,-6.33
"2836",15.42,-10.04,-8.39,0.230000000000005
"2837",47,22.84,8.74,-30.3
"2838",-18.51,-34.01,9.90000000000001,4.7
"2839",0.509999999999994,17.37,6.12000000000001,-0.539999999999994
"2840",0.289999999999998,1.91,-1.15,-47.11
"2841",-3.89999999999999,-11.42,-0.539999999999999,31.1
"2842",-25.06,20.25,-15.84,5.74
"2843",-36.19,-4.2,-8.57,20.98
"2844",-14.03,-10.6,-40.63,36.13
"2845",-32.74,20.7,-13.32,49.46
"2846",15.3,9.86000000000001,3.71,21.18
"2847",-3.83,9.99,-17.5,3.89000000000002
"2848",-35.18,-8.46,-19.81,38.01
"2849",39.9,-5.77,-3.82,22.63
"2850",17.18,66,0.430000000000004,-18.9
"2851",-0.0899999999999999,-7.89,-2.47,32.43
"2852",-21.72,-4.66000000000001,-15.45,21.03
"2853",2.77,-31.38,-0.0299999999999969,-10.83
"2854",-8.06,20.01,-32.27,7.31
"2855",18.82,11.49,3.13,-13.23
"2856",-1.35,55.01,-54.38,-49.63
"2857",-45.15,-29.57,-5.59,53.13
"2858",-29.89,-28.25,-27.69,-36.66
"2859",-28.51,-4.57,-8.11999999999999,-14.06
"2860",28.86,3.6,38.24,-12.04
"2861",12.35,-13.56,-12.6,-18.94
"2862",15.72,23.03,0.800000000000008,0.070000000000003
"2863",-10.65,-2.77,-33.98,22.3
"2864",-8.98,6.74,-1.15999999999999,-4.69
"2865",-19.53,-5.18000000000002,-5.96,20.48
"2866",1.73000000000001,32.33,24.7,-19.36
"2867",-24.96,15.94,46.69,-9.23999999999999
"2868",9.58,-16.13,-19.15,39.4
"2869",-11.58,35.73,17.36,30.13
"2870",19.35,8.84000000000001,-20.63,43.07
"2871",5.01,23.13,-11.17,-4.8
"2872",-13.64,20.26,17.51,-28.03
"2873",22.43,1.22,26.68,14.18
"2874",3.15,-1.07,-27.24,-38.58
"2875",35.25,28.64,4.26,9.24
"2876",11.76,-10.92,-16.07,18.4
"2877",-12.44,11.59,-2.46,33.2
"2878",26.85,24.56,9.21,0.500000000000003
"2879",2.35999999999999,-16.94,-13.71,-19.94
"2880",40.72,23.19,-12.3,5.98999999999999
"2881",14.45,-9.01999999999999,5.73000000000001,21.22
"2882",3.91,3.13000000000001,-22.49,-70.16
"2883",-15.15,23.65,-24.87,17.53
"2884",-13.93,-21.32,-6.43,-20.64
"2885",-46.71,-21.56,-15.69,14.63
"2886",1.28999999999999,-10.8,-10.75,8.56999999999999
"2887",17.87,26.46,14.45,-64.18
"2888",-1.23,14.77,-8.44,18.02
"2889",-40.52,-9.9,-2.37000000000001,17.16
"2890",40.79,8.73,-3.79,-46.36
"2891",18.09,-22.13,14.37,3.9
"2892",-33.17,11.23,-8.31999999999999,4.15
"2893",15.43,23.46,-27.73,55.57
"2894",16.21,11.54,-15.58,6.31999999999999
"2895",-13.42,26.51,-4.48,-0.659999999999998
"2896",6.06000000000001,19.24,-7.94,22.38
"2897",12.48,0.590000000000003,4.85,-13.73
"2898",-6.71,-27.59,20.74,-25.87
"2899",16.35,17.27,-12.68,31.46
"2900",13.24,20.07,-19.74,-24.11
"2901",18.72,-31.53,0.559999999999998,34.71
"2902",-20.22,2.69,10.83,40.21
"2903",24.32,19.27,-24.77,11.08
"2904",1.73,-10.69,-12.09,69.49
"2905",-20.81,-15.98,36.92,8.62
"2906",-7.07,-8.85,-45.52,30.53
"2907",-6.71,40.94,39.76,4.60999999999999
"2908",-27.23,24.11,14.79,33.28
"2909",53.74,-26.31,-21.35,8.52
"2910",14.26,-34.31,2.26,-4.22
"2911",-55.87,-28.56,7.03,23.35
"2912",-4.2,-7.29,-10.55,-17.69
"2913",17.17,16,22.47,67.72
"2914",-28.27,36.41,-30.48,-9.27
"2915",10.14,16.19,4.21,-6.44000000000001
"2916",16.86,8.43,-15.62,46.11
"2917",-10.79,10.76,-3.86,-11.78
"2918",-17.37,-9.49,-26.79,48.88
"2919",29.12,11.65,-8.51999999999999,7.73000000000001
"2920",-0.240000000000001,32.18,-14.7,7.92
"2921",2.02,-28.28,43.02,16.55
"2922",-15.85,-9.39,-2.76,18.05
"2923",47.68,-8.06,-16.19,-4.57
"2924",16.95,-15.02,4.42000000000001,-12.6
"2925",-0.360000000000002,50.96,17.4,-27.6
"2926",-16.64,-6.59,-15.07,45.09
"2927",2.52,36.06,-9.21,-17.9
"2928",15.99,15.99,-5.98,22.07
"2929",-26.74,-10.57,-22.59,53.3
"2930",1.8,-34.49,1.00000000000001,-37.44
"2931",-37.11,11.75,-19.36,11.21
"2932",10.77,-7.91,-23.36,21.41
"2933",-0.999999999999985,-7.14,18.89,-6.96
"2934",-6.01,13.37,35.88,-45
"2935",-14.06,24.56,12.8,35.99
"2936",1.05,-1.59,14.08,19.47
"2937",20.56,36.8,-27.23,7
"2938",-11.06,13.02,-18.75,32.59
"2939",10.56,-9.98,-0.020000000000004,-4.33
"2940",-28.2,-7.88,-2.53999999999999,7.33
"2941",48.25,-12.92,21.89,14.69
"2942",-31.36,1.70000000000001,-16.49,3.53999999999999
"2943",-1.56,16.12,-3.47999999999999,16.71
"2944",-24.45,-8.43,-22.56,-24.28
"2945",47.1,-8.72,-30.85,33.82
"2946",24.85,-18.15,16.78,-46.06
"2947",-34.86,-34.15,6.71000000000001,-10.94
"2948",-9.89,-17.43,-22.11,6.57
"2949",-12.27,-31.05,13.18,14.46
"2950",-20.37,-16.64,32.8,68.92
"2951",2.9,-21.51,13.75,27.12
"2952",-11.33,-43.32,-18.78,60.52
"2953",-3.08,-14.54,20.79,31.56
"2954",-10.61,20.05,0.0400000000000071,6.42000000000001
"2955",-7.5,4.1,-8.98999999999999,-9.47
"2956",-9.47,29.44,0.0500000000000023,-53.67
"2957",-20.74,10.57,-20.77,-25.37
"2958",-9.06,11.59,-0.800000000000001,-48.11
"2959",-14.47,30.96,36.26,63.87
"2960",-7.95000000000002,-15.3,-0.329999999999998,-13.42
"2961",-18.57,15.39,6.67999999999999,64.3
"2962",70.69,-7.56,-22.98,27.36
"2963",-13.99,-9.15,16.45,16.89
"2964",15.01,-17,-10.16,37.16
"2965",26.74,-10.35,-19.22,1.84
"2966",-10.95,20.5,8.28,8.04
"2967",28.89,-11.92,13.39,47.75
"2968",-22.26,20.54,8.9,48.66
"2969",-9.45,27.01,23.85,39.21
"2970",11.38,-23.8,-31.95,53.2
"2971",-6.77,2.16,-4.98,-4.7
"2972",9.05,18.04,-34.28,43.75
"2973",38.27,81.31,-10.08,34
"2974",-43.02,15.87,-4.72,67.26
"2975",12.49,21.02,-7.01,-23
"2976",-3.54,-25.39,43.5,11.53
"2977",-7.78,-18.23,-17.85,8.4
"2978",-15.21,38.32,6.63999999999999,1.28999999999999
"2979",18.88,-5.66,3.13,19.41
"2980",-13.64,24.6,-3.8,31.47
"2981",-1.65,3.64,42.4,-7.79000000000001
"2982",-16.42,-9.41,-13.4,-26.16
"2983",19.6,1.55,-2.16,1.22
"2984",-10.73,-17.78,23.8,9.92
"2985",14.87,10.23,-9.80999999999998,9.64
"2986",-5.39,75.6799999999999,-2.11,31.62
"2987",-9.04,18.41,-16.95,-15.1
"2988",8.23000000000001,-10.58,15.96,49.72
"2989",14.06,21.47,34.13,43.36
"2990",-1.95000000000001,10.79,-9.63,25.64
"2991",14.31,4.17,25.93,14.19
"2992",-46.8,17.54,44.23,63.71
"2993",-13.37,26.76,-8.59,22.98
"2994",-17.84,-17.25,-2.72,-21.14
"2995",50.65,1.96000000000001,3.73999999999999,80.77
"2996",-0.449999999999995,9.16,5.50000000000001,51.09
"2997",18.11,23.01,4.52,30.86
"2998",-7.54,-14.41,5.16,23
"2999",-18.12,41.21,-1.64,23.66
"3000",8.71,-11.71,-18.24,34.78
"3001",-17.45,17.27,22.63,62
"3002",-10.4,-3.16,11.5,-17.54
"3003",-4.14,11.61,-4.48999999999999,14.93
"3004",2.45,18.72,8.61,-10.77
"3005",-8.42,6.37,-5.73,-2.19
"3006",-36.2,-12.45,11.18,-48.85
"3007",-3.31999999999999,20.76,4.93,0.910000000000005
"3008",-20.78,-7.39,-5.36,-9.99
"3009",64.78,-24.76,49.8,-11.24
"3010",-34.16,-16.74,1.93,67.35
"3011",34.31,-1.42,-10.3,-1.84
"3012",-2.24,-13.26,24.08,13.68
"3013",-21.13,5.23000000000001,7.51,43.25
"3014",-13.5,31.09,-1.22,59.74
"3015",18.13,29.41,-26.72,6.36
"3016",27.24,18.57,-8.20999999999999,48.29
"3017",-0.829999999999998,31.07,24.62,-9
"3018",18.77,-54.55,31.78,10
"3019",-33.66,-21.96,0.700000000000003,-2.55
"3020",16.58,5.24,-14.09,25.83
"3021",5.07,50.64,1.66,12.22
"3022",-10.04,15.52,-6.76,9.37999999999999
"3023",28.55,-5.69,-24.81,58.47
"3024",26.58,2.1,1.42000000000001,-15.13
"3025",-11.18,18.38,-16.58,30.4
"3026",-1.03,2.23999999999999,-4.06999999999999,-12.77
"3027",20.37,-1.38,-17.31,40.85
"3028",-44.44,-2.02,14.75,-23.23
"3029",15.44,23.57,-2.61999999999999,14.69
"3030",-31.8,-6.19,-12.55,-4.99
"3031",12.41,15.87,-6.67,23
"3032",-19.85,8.54,-32.53,15.26
"3033",-35.76,-10.35,5.59,-19.36
"3034",-23.17,15.91,-19.33,24.6
"3035",22.38,5.55,-11.21,-7.4
"3036",25.45,40.16,-6.44999999999999,30.59
"3037",-0.769999999999999,-35.36,24.73,74.04
"3038",-39.45,-4.23,19.9,-9.06000000000003
"3039",-24.62,59.34,-30.76,-30.01
"3040",-20.08,-26.98,11.76,9.79
"3041",-18.18,30.31,-7.51,25.18
"3042",5.13,44.42,-0.159999999999997,-23.23
"3043",18.73,16.29,-3.93,-22.91
"3044",6.37,-8.17,9.84,-10.05
"3045",-22.96,-3.19999999999999,13.38,10.47
"3046",12.76,-28.83,-3.21999999999999,-16.28
"3047",-11.88,-17.05,46.14,19.7
"3048",-28.01,-16.14,20.91,-32.86
"3049",-10.2,8.71,-16.51,-22.78
"3050",-28.4,-11.54,12.43,6.50999999999998
"3051",-31.45,9.19,19.63,-6.3
"3052",8.03,-43.53,1.45,29.11
"3053",-5.84,10.73,-35.11,-6.24999999999999
"3054",-23.75,16.14,-8.46,46.28
"3055",9.94,-16.6,-21.08,49.75
"3056",5.21,30.32,33.7,37.51
"3057",-31.75,20.23,-11.9,9.81
"3058",33.68,-1.66000000000001,-32.44,-3.14
"3059",5.18,-3.53,-11.69,16.62
"3060",-20.95,-8.08,14.9,-60.26
"3061",17.34,-3.56000000000002,1.19,24.82
"3062",-19.07,-15.53,-21.05,-10.66
"3063",22.15,6.54000000000001,21.21,11.49
"3064",-15.39,14.48,12.75,-7.12
"3065",28.35,12.72,17.23,-12.26
"3066",6.20000000000001,37.51,2.93,65.93
"3067",60.39,10.78,5.08,21.57
"3068",0.240000000000001,24.72,-11.89,-15.71
"3069",24.12,-1.1,-2.03999999999999,-15.5
"3070",23.21,7.42,-7.09,-1.84
"3071",-14.11,42.72,4.45,-7.86000000000001
"3072",6.3,-32.78,26.16,-14.5
"3073",-9.35,33.9,-24.85,-10.07
"3074",-30.31,-14.55,4.45,35.38
"3075",6.52,42.93,-17.13,40.88
"3076",25.86,29.1,10.06,2.63999999999999
"3077",4.79,30.26,2.12000000000001,21.04
"3078",-8.81,-20.44,-7.87999999999999,17.16
"3079",-7.84,-9.87,19.2,44.61
"3080",-3.37,-2.4,-30.51,9.22
"3081",-28.54,27.14,11.99,22.17
"3082",-4.37000000000001,-13.91,44.33,68.1
"3083",13.97,-5.07,-31.22,33.71
"3084",8.93,-4.45,3.75,13.1
"3085",-37.34,10.06,19.71,-30.54
"3086",-30.88,0.170000000000003,37.63,-16.43
"3087",-8.34999999999999,-3.22,1.90000000000001,9.76
"3088",-43.28,19.18,-40.23,79.83
"3089",40.53,-7.69,4.61,53.26
"3090",7.6,-3.51,-6.92,26.31
"3091",35.81,-33.14,-24.94,-20.35
"3092",28.5,4.54,-4.03,26.32
"3093",6.15,4.72,-18.42,42.95
"3094",2.85,37.19,-7.41,-56.6
"3095",4.15000000000001,11.19,-5.33,20.01
"3096",-28.51,-5.67,10.27,-0.490000000000003
"3097",7.99000000000001,-0.159999999999992,-19.82,49.3
"3098",3.04000000000001,-21.65,-3.63,-4.55
"3099",-33.2,10.91,30.88,16.93
"3100",-7.78,8.98,3.69000000000001,21.47
"3101",24.35,-15.01,-18.95,-26.26
"3102",28.8,1.75,4.94,39.04
"3103",-0.869999999999998,-27.08,-6.51,-45.76
"3104",-12.82,-5.43,26.43,-14.73
"3105",-15.09,29.85,40.04,1.22
"3106",14,11.44,10.02,6.38
"3107",-27.56,-13.64,-2.47999999999999,-31.62
"3108",-24.72,24.55,14.34,26.18
"3109",-1.32,6.67,20.81,-2.19
"3110",-9.16,-5.93,2.29,-14.7
"3111",7.58,1.53,23.9,17.93
