,Goal,X,Y,C,matchId,teamId,eventSec,Distance,Angle
307,1,11,49,1.0,2516933.0,2463.0,681.8848579999999,11.019187810360616,0.6405312552365475
308,1,10,49,1.0,2516939.0,2453.0,1421.729996,10.021102733731453,0.6993156780131807
309,0,10,50,0.0,2516939.0,2453.0,2542.810507,10.0,0.701714016520786
310,0,11,48,2.0,2516945.0,2444.0,565.9432809999998,11.076551810017412,0.6349513266727096
311,1,11,49,1.0,2516945.0,2444.0,2742.637559,11.019187810360616,0.6405312552365475
312,1,11,49,1.0,2516949.0,2453.0,1253.3797139999997,11.019187810360616,0.6405312552365475
313,1,11,50,0.0,2516951.0,2449.0,2610.225072,11.0,0.6424100014274466
314,0,10,51,1.0,2516962.0,2450.0,972.5630220000003,10.021102733731453,0.6993156780131807
315,1,10,51,1.0,2516963.0,2446.0,1807.718198,10.021102733731453,0.6993156780131807
316,0,10,48,2.0,2516964.0,2444.0,2432.582356,10.084145972763386,0.6922019060806314
317,1,11,49,1.0,2516964.0,2444.0,2647.1391329999997,11.019187810360616,0.6405312552365475
318,1,11,48,2.0,2516977.0,2482.0,756.3186770000002,11.076551810017412,0.6349513266727096
319,0,11,49,1.0,2516981.0,2451.0,1856.5103950000002,11.019187810360616,0.6405312552365475
320,1,11,50,0.0,2516986.0,2449.0,1053.1174199999996,11.0,0.6424100014274466
321,0,9,50,0.0,2516994.0,2453.0,2890.2103580000003,9.0,0.7724805184545609
322,1,10,50,0.0,2516995.0,2454.0,2024.3187420000004,10.0,0.701714016520786
323,1,11,50,0.0,2517006.0,2460.0,3077.337402,11.0,0.6424100014274466
324,0,10,50,0.0,2517009.0,2447.0,2208.341832,10.0,0.701714016520786
325,1,10,51,1.0,2517013.0,2457.0,720.5881680000002,10.021102733731453,0.6993156780131807
326,1,11,49,1.0,2517020.0,2457.0,2302.522651,11.019187810360616,0.6405312552365475
327,0,11,50,0.0,2517021.0,2453.0,1331.17609,11.0,0.6424100014274466
328,1,11,48,2.0,2517023.0,2449.0,2838.330847,11.076551810017412,0.6349513266727096
329,0,11,48,2.0,2517024.0,2446.0,967.240053,11.076551810017412,0.6349513266727096
330,1,10,50,0.0,2517025.0,2460.0,1684.928236,10.0,0.701714016520786
331,1,12,50,0.0,2517026.0,2450.0,2535.44394,12.0,0.592075228949806
332,0,10,50,0.0,2517026.0,2450.0,2863.2023069999996,10.0,0.701714016520786
333,0,11,50,0.0,2517041.0,2446.0,330.65042600000004,11.0,0.6424100014274466
334,1,10,51,1.0,2517042.0,2450.0,612.605419,10.021102733731453,0.6993156780131807
335,1,12,50,0.0,1694390.0,11944.0,1184.372037,12.0,0.592075228949806
336,1,11,51,1.0,1694392.0,11944.0,1074.254367,11.019187810360616,0.6405312552365475
337,1,10,50,0.0,1694410.0,11555.0,2875.917292,10.0,0.701714016520786
338,0,11,50,0.0,1694412.0,1598.0,1566.3147250000002,11.0,0.6424100014274466
339,1,10,49,1.0,1694422.0,7839.0,2338.04646,10.021102733731453,0.6993156780131807
340,0,10,51,1.0,1694423.0,9905.0,2023.8513039999998,10.021102733731453,0.6993156780131807
341,0,10,51,1.0,1694425.0,9109.0,2174.214517,10.021102733731453,0.6993156780131807
342,1,11,51,1.0,1694426.0,6697.0,15.79602100000011,11.019187810360616,0.6405312552365475
343,1,11,51,1.0,1694426.0,13869.0,58.23173200000019,11.019187810360616,0.6405312552365475
344,0,11,50,0.0,1694426.0,6697.0,90.93326999999954,11.0,0.6424100014274466
345,1,12,49,1.0,1694426.0,13869.0,137.78013800000008,12.017591272796725,0.5905804834048406
346,1,10,49,1.0,1694426.0,6697.0,173.1948510000002,10.021102733731453,0.6993156780131807
347,1,10,50,0.0,1694426.0,13869.0,214.19407200000023,10.0,0.701714016520786
348,1,11,50,0.0,1694426.0,6697.0,252.10289000000012,11.0,0.6424100014274466
349,1,11,50,0.0,1694426.0,13869.0,295.5091769999999,11.0,0.6424100014274466
350,1,11,50,0.0,1694426.0,6697.0,329.8746310000006,11.0,0.6424100014274466
351,1,11,50,0.0,1694426.0,13869.0,377.35635399999956,11.0,0.6424100014274466
352,1,10,50,0.0,1694429.0,8274.0,122.67423199999999,10.0,0.701714016520786
353,0,10,50,0.0,1694430.0,3148.0,775.7116000000001,10.0,0.701714016520786
354,1,10,50,0.0,1694433.0,2413.0,234.49273000000005,10.0,0.701714016520786
355,1,11,50,0.0,1694434.0,9905.0,44.157178999999815,11.0,0.6424100014274466
356,1,11,50,0.0,1694434.0,13869.0,83.79283399999986,11.0,0.6424100014274466
357,1,10,50,0.0,1694434.0,9905.0,136.89755499999956,10.0,0.701714016520786
358,1,10,50,0.0,1694434.0,13869.0,181.14025199999924,10.0,0.701714016520786
359,1,11,51,1.0,1694434.0,9905.0,221.13877700000012,11.019187810360616,0.6405312552365475
360,1,10,50,0.0,1694434.0,13869.0,264.81604399999924,10.0,0.701714016520786
361,1,11,50,0.0,1694434.0,9905.0,311.9044670000003,11.0,0.6424100014274466
362,0,11,49,1.0,1694434.0,13869.0,353.98819000000003,11.019187810360616,0.6405312552365475
363,1,11,51,1.0,1694434.0,9905.0,405.12017600000036,11.019187810360616,0.6405312552365475
364,1,11,50,0.0,1694436.0,3757.0,1934.0325810000004,11.0,0.6424100014274466
365,1,10,50,0.0,1694436.0,3757.0,24.21591400000034,10.0,0.701714016520786
366,1,11,50,0.0,1694436.0,3148.0,64.58468899999934,11.0,0.6424100014274466
367,0,10,50,0.0,1694436.0,3757.0,101.53541899999982,10.0,0.701714016520786
368,0,10,50,0.0,1694436.0,3148.0,135.44524300000012,10.0,0.701714016520786
369,1,10,50,0.0,1694436.0,3757.0,175.39540400000078,10.0,0.701714016520786
370,0,10,50,0.0,1694436.0,3148.0,216.36434999999983,10.0,0.701714016520786
371,0,10,49,1.0,1694436.0,3757.0,255.88412600000083,10.021102733731453,0.6993156780131807
372,1,12,50,0.0,1694436.0,3148.0,290.75982099999965,12.0,0.592075228949806
373,0,10,49,1.0,1694436.0,3757.0,333.9698279999993,10.021102733731453,0.6993156780131807
374,0,11,49,1.0,1694436.0,3148.0,378.9872149999992,11.019187810360616,0.6405312552365475
375,1,11,49,1.0,1694436.0,3757.0,420.6294510000007,11.019187810360616,0.6405312552365475
376,1,11,50,0.0,1694436.0,3148.0,457.0167829999991,11.0,0.6424100014274466
